date,variable,value
1982-03-06 00:00:00,type2,8
1996-12-14 00:00:00,type2,8
2002-05-04 00:00:00,type3,12
1990-09-08 00:00:00,type2,9
2018-05-12 00:00:00,type3,9
2007-11-24 00:00:00,type2,10
2009-10-17 00:00:00,type2,12
2011-01-08 00:00:00,type3,11
2017-11-11 00:00:00,type1,8
2009-06-13 00:00:00,type1,8
2006-09-30 00:00:00,type1,7
2006-10-07 00:00:00,type1,9
1988-11-26 00:00:00,type3,9
1998-07-04 00:00:00,type3,8
1993-11-20 00:00:00,type2,5
1990-09-08 00:00:00,type3,12
2018-06-09 00:00:00,type3,9
1993-08-14 00:00:00,type2,9
2001-04-14 00:00:00,type3,11
1982-11-13 00:00:00,type2,7
1989-11-18 00:00:00,type2,8
1986-06-28 00:00:00,type3,10
2014-12-20 00:00:00,type2,10
1982-05-29 00:00:00,type2,6
2012-11-17 00:00:00,type1,13
2019-06-01 00:00:00,type3,11
2004-04-10 00:00:00,type2,13
1992-01-18 00:00:00,type3,9
1987-03-21 00:00:00,type1,9
1993-05-29 00:00:00,type2,10
2001-08-25 00:00:00,type2,8
2003-04-19 00:00:00,type2,9
1988-05-28 00:00:00,type1,10
2013-10-26 00:00:00,type3,8
1983-03-19 00:00:00,type2,13
2012-12-15 00:00:00,type2,9
2011-03-12 00:00:00,type3,5
2011-04-30 00:00:00,type3,12
1992-11-21 00:00:00,type1,10
1983-12-10 00:00:00,type2,8
1987-04-04 00:00:00,type1,9
1979-06-09 00:00:00,type1,9
1986-09-13 00:00:00,type1,8
1980-06-07 00:00:00,type2,11
1978-09-09 00:00:00,type2,8
1996-06-08 00:00:00,type3,10
2009-09-12 00:00:00,type2,12
1982-06-12 00:00:00,type2,10
1978-07-22 00:00:00,type3,7
 ,type2,10
2013-10-26 00:00:00,type1,5
2012-11-17 00:00:00,type2,9
1990-06-30 00:00:00,type1,12
1994-05-21 00:00:00,type2,10
1979-05-05 00:00:00,type2,9
2001-02-03 00:00:00,type2,7
1986-03-01 00:00:00,type1,6
2010-12-11 00:00:00,type3,6
2016-05-21 00:00:00,type2,7
1979-10-20 00:00:00,type1,7
2019-05-18 00:00:00,type1,6
2006-06-24 00:00:00,type2,13
1997-06-21 00:00:00,type3,11
2015-11-07 00:00:00,type1,8
2004-08-21 00:00:00,type2,5
2000-11-11 00:00:00,type2,11
1983-04-02 00:00:00,type2,12
1997-05-17 00:00:00,type1,11
1982-09-25 00:00:00,type2,8
2011-12-31 00:00:00,type2,7
1981-03-07 00:00:00,type2,10
1984-08-25 00:00:00,type1,14
1980-07-12 00:00:00,type2,4
2004-03-13 00:00:00,type3,9
2007-12-15 00:00:00,type2,8
1988-08-06 00:00:00,type3,11
1993-07-03 00:00:00,type1,8
2018-07-07 00:00:00,type3,9
1988-10-08 00:00:00,type3,6
1992-11-28 00:00:00,type2,12
1985-03-02 00:00:00,type2,7
2018-11-03 00:00:00,type2,8
2017-07-29 00:00:00,type2,9
2010-02-27 00:00:00,type1,NA
1999-10-02 00:00:00,type2,10
2015-02-21 00:00:00,type3,9
2015-04-04 00:00:00,type2,9
2008-12-20 00:00:00,type2,9
2004-03-20 00:00:00,type3,11
1986-11-22 00:00:00,type1,14
2014-09-20 00:00:00,type1,9
2018-09-22 00:00:00,type3,11
1981-10-10 00:00:00,type1,14
2002-04-27 00:00:00,type3,10
2001-01-06 00:00:00,type1,10
1980-12-20 00:00:00,type3,9
1991-06-22 00:00:00,type2,6
2000-03-04 00:00:00,type3,8
2014-11-15 00:00:00,type1,11
1990-01-13 00:00:00,type1,3
1995-10-07 00:00:00,type2,9
1981-09-05 00:00:00,type3,8
1980-06-14 00:00:00,type2,7
2013-12-28 00:00:00,type1,8
2002-01-26 00:00:00,type3,11
1999-11-27 00:00:00,type3,9
1983-12-03 00:00:00,type1,6
2001-09-22 00:00:00,type2,8
2010-10-23 00:00:00,type2,8
1987-01-24 00:00:00,type2,10
2002-08-31 00:00:00,type2,10
2013-07-27 00:00:00,type3,9
1992-04-04 00:00:00,type1,6
1985-12-21 00:00:00,type1,8
2012-02-11 00:00:00,type3,14
1994-01-15 00:00:00,type3,7
 ,type2,8
2006-12-09 00:00:00,type2,11
1988-05-07 00:00:00,type2,11
1991-06-22 00:00:00,type1,11
1982-03-27 00:00:00,type1,10
1978-11-25 00:00:00,type1,12
2000-05-20 00:00:00,type3,12
2007-12-15 00:00:00,type1,11
2001-06-09 00:00:00,type2,6
2010-08-28 00:00:00,type1,6
1998-09-19 00:00:00,type3,6
1987-11-14 00:00:00,type3,9
1983-02-26 00:00:00,type1,11
2003-07-26 00:00:00,type1,9
2012-12-01 00:00:00,type2,11
1998-08-15 00:00:00,type3,12
2017-06-17 00:00:00,type2,8
2017-03-11 00:00:00,type3,11
2019-10-12 00:00:00,type3,12
1981-07-11 00:00:00,type1,10
2002-11-30 00:00:00,type2,11
2014-08-16 00:00:00,type1,10
1991-01-19 00:00:00,type1,9
2019-09-14 00:00:00,type2,8
2018-09-01 00:00:00,type2,10
2005-09-03 00:00:00,type2,10
2000-09-02 00:00:00,type2,10
1997-12-13 00:00:00,type3,9
2005-02-19 00:00:00,type2,10
1997-07-19 00:00:00,type3,11
2007-07-07 00:00:00,type2,8
2004-11-20 00:00:00,type3,8
2007-03-31 00:00:00,type2,9
2014-08-23 00:00:00,type1,6
2007-08-11 00:00:00,type1,9
2006-06-24 00:00:00,type1,13
2010-10-09 00:00:00,type2,9
1989-09-16 00:00:00,type1,10
1990-05-05 00:00:00,type3,11
2007-05-05 00:00:00,type1,10
1995-09-30 00:00:00,type2,9
2007-07-07 00:00:00,type1,6
2019-01-05 00:00:00,type1,7
1991-11-09 00:00:00,type1,11
2001-08-04 00:00:00,type2,11
1985-07-06 00:00:00,type2,10
2007-07-14 00:00:00,type2,8
2003-03-22 00:00:00,type2,7
2008-06-07 00:00:00,type2,9
1986-02-15 00:00:00,type3,7
1996-07-20 00:00:00,type3,13
2013-03-02 00:00:00,type3,13
1985-03-30 00:00:00,type3,11
1992-06-27 00:00:00,type2,8
2000-03-11 00:00:00,type3,10
1987-01-03 00:00:00,type2,9
1994-04-16 00:00:00,type1,9
1983-03-12 00:00:00,type1,11
1993-10-16 00:00:00,type3,9
2004-05-15 00:00:00,type1,12
1981-10-03 00:00:00,type3,13
1986-02-08 00:00:00,type3,9
2004-07-31 00:00:00,type3,13
2012-08-11 00:00:00,type3,10
1983-07-09 00:00:00,type2,10
1978-06-03 00:00:00,type2,7
2017-05-27 00:00:00,type2,11
1993-06-05 00:00:00,type2,11
2002-07-06 00:00:00,type1,8
1990-06-02 00:00:00,type3,8
1988-11-05 00:00:00,type3,8
1992-05-02 00:00:00,type2,12
2004-10-09 00:00:00,type3,9
1986-11-15 00:00:00,type1,9
1994-08-13 00:00:00,type3,10
2003-01-25 00:00:00,type3,10
2016-06-18 00:00:00,type1,11
1978-04-15 00:00:00,type2,9
1994-03-05 00:00:00,type2,9
1979-11-10 00:00:00,type1,8
1991-01-12 00:00:00,type3,10
1988-10-01 00:00:00,type1,7
2013-04-06 00:00:00,type3,11
2011-01-22 00:00:00,type3,11
1993-10-02 00:00:00,type1,9
2007-05-26 00:00:00,type2,6
1982-03-27 00:00:00,type3,13
2003-03-08 00:00:00,type2,9
2009-08-29 00:00:00,type3,8
2002-12-28 00:00:00,type2,8
2014-10-18 00:00:00,type1,12
1995-02-18 00:00:00,type2,8
1987-07-04 00:00:00,type2,12
1979-09-15 00:00:00,type1,6
1982-12-25 00:00:00,type1,8
1986-03-22 00:00:00,type2,11
1994-03-26 00:00:00,type3,11
2008-08-16 00:00:00,type1,9
1988-07-30 00:00:00,type3,13
2015-02-21 00:00:00,type1,15
2000-08-05 00:00:00,type1,10
1994-05-14 00:00:00,type1,8
2005-04-16 00:00:00,type1,10
2018-02-17 00:00:00,type3,10
1981-05-09 00:00:00,type3,10
1995-05-20 00:00:00,type3,11
1996-10-05 00:00:00,type1,8
1985-06-29 00:00:00,type1,10
1994-12-03 00:00:00,type1,10
1982-06-12 00:00:00,type1,9
2012-05-26 00:00:00,type3,9
2003-01-11 00:00:00,type1,10
1985-12-21 00:00:00,type2,10
1995-03-04 00:00:00,type3,8
1984-02-11 00:00:00,type3,13
1995-12-02 00:00:00,type2,8
1985-06-01 00:00:00,type1,11
2009-11-14 00:00:00,type2,9
2009-12-05 00:00:00,type2,7
1993-09-18 00:00:00,type3,12
2004-01-03 00:00:00,type3,11
1981-11-14 00:00:00,type2,7
2002-09-07 00:00:00,type3,11
1994-07-09 00:00:00,type2,6
2005-08-13 00:00:00,type1,10
2016-11-19 00:00:00,type3,11
1985-04-20 00:00:00,type1,13
1996-02-17 00:00:00,type3,10
2002-11-30 00:00:00,type3,7
1984-04-07 00:00:00,type3,7
1986-10-25 00:00:00,type3,11
1995-03-18 00:00:00,type3,11
2001-12-22 00:00:00,type3,11
2013-07-20 00:00:00,type2,10
2000-03-11 00:00:00,type1,7
2002-12-21 00:00:00,type1,4
2001-06-02 00:00:00,type3,9
1995-04-22 00:00:00,type3,9
1987-09-12 00:00:00,type1,10
1995-02-25 00:00:00,type3,16
2015-05-16 00:00:00,type3,6
1985-03-02 00:00:00,type3,9
1979-06-30 00:00:00,type2,12
2010-09-18 00:00:00,type3,10
1989-07-08 00:00:00,type1,13
1991-11-30 00:00:00,type3,8
1995-04-08 00:00:00,type2,7
1996-10-12 00:00:00,type1,11
1994-01-01 00:00:00,type1,16
1979-11-03 00:00:00,type1,10
1984-04-14 00:00:00,type2,9
2004-10-23 00:00:00,type2,11
2011-07-09 00:00:00,type1,9
2012-07-14 00:00:00,type3,7
1984-12-15 00:00:00,type2,10
2013-06-15 00:00:00,type3,10
1979-05-26 00:00:00,type2,6
1992-07-18 00:00:00,type3,7
2011-06-11 00:00:00,type1,8
2008-05-03 00:00:00,type2,10
2015-05-23 00:00:00,type3,6
2014-02-01 00:00:00,type2,7
1990-06-09 00:00:00,type2,9
1982-01-16 00:00:00,type1,4
2000-11-25 00:00:00,type3,14
2001-10-06 00:00:00,type3,12
1980-03-15 00:00:00,type2,9
2000-02-05 00:00:00,type1,10
2017-07-22 00:00:00,type2,7
1998-07-04 00:00:00,type1,8
2012-12-08 00:00:00,type1,9
2003-10-18 00:00:00,type1,10
2014-11-08 00:00:00,type3,11
2006-12-02 00:00:00,type2,8
1992-01-25 00:00:00,type1,8
1993-10-16 00:00:00,type1,6
1996-11-09 00:00:00,type3,9
1980-01-26 00:00:00,type1,11
1988-06-04 00:00:00,type2,7
2018-06-02 00:00:00,type1,11
2003-05-03 00:00:00,type3,8
2012-03-17 00:00:00,type2,12
2003-03-29 00:00:00,type1,8
2007-06-02 00:00:00,type2,11
1979-10-13 00:00:00,type3,8
2002-06-01 00:00:00,type1,7
1996-04-27 00:00:00,type2,9
2012-07-21 00:00:00,type2,10
1987-01-03 00:00:00,type3,4
2003-01-04 00:00:00,type1,9
2015-02-07 00:00:00,type3,9
1983-07-09 00:00:00,type3,10
2005-10-01 00:00:00,type3,9
1996-08-31 00:00:00,type1,13
2003-11-29 00:00:00,type2,14
2006-12-30 00:00:00,type1,8
1979-12-22 00:00:00,type3,8
2000-05-27 00:00:00,type1,11
1990-07-21 00:00:00,type1,9
1992-04-04 00:00:00,type2,10
1989-11-18 00:00:00,type3,7
2001-02-17 00:00:00,type1,9
2015-05-09 00:00:00,type2,9
1983-09-10 00:00:00,type2,12
2004-12-25 00:00:00,type2,7
2016-12-24 00:00:00,type1,10
1984-12-08 00:00:00,type2,9
2002-09-14 00:00:00,type3,9
2015-07-25 00:00:00,type3,8
1985-12-07 00:00:00,type2,8
1981-04-04 00:00:00,type1,13
2009-09-12 00:00:00,type1,7
1993-02-13 00:00:00,type3,10
1985-04-13 00:00:00,type1,12
2008-09-13 00:00:00,type3,11
2008-01-12 00:00:00,type1,7
2001-01-20 00:00:00,type2,11
1989-03-11 00:00:00,type1,11
1981-10-24 00:00:00,type2,11
1980-08-30 00:00:00,type2,11
1988-04-30 00:00:00,type3,9
1995-06-17 00:00:00,type2,11
1988-02-06 00:00:00,type2,8
2008-11-01 00:00:00,type3,9
1987-05-23 00:00:00,type3,9
1998-05-02 00:00:00,type3,13
2018-08-18 00:00:00,type3,11
2010-09-04 00:00:00,type1,5
1989-06-24 00:00:00,type2,7
1980-10-25 00:00:00,type1,9
1997-03-15 00:00:00,type3,10
2009-12-19 00:00:00,type2,10
1987-01-31 00:00:00,type3,11
2014-03-22 00:00:00,type3,11
1984-09-15 00:00:00,type3,10
1999-10-23 00:00:00,type1,9
2008-07-12 00:00:00,type2,9
1994-11-19 00:00:00,type2,10
2019-09-14 00:00:00,type3,8
2010-01-23 00:00:00,type2,NA
2002-06-01 00:00:00,type3,8
 ,type3,9
1988-01-16 00:00:00,type1,11
2005-12-31 00:00:00,type3,9
1992-02-15 00:00:00,type2,7
1988-08-20 00:00:00,type2,8
2019-07-13 00:00:00,type1,8
1995-03-04 00:00:00,type1,11
2017-08-05 00:00:00,type3,9
2019-06-29 00:00:00,type1,11
2010-04-24 00:00:00,type3,NA
2017-08-12 00:00:00,type1,9
1983-01-01 00:00:00,type1,11
1996-06-22 00:00:00,type1,11
1978-06-17 00:00:00,type1,12
2010-09-25 00:00:00,type3,10
1992-12-26 00:00:00,type2,9
2017-04-15 00:00:00,type3,9
2000-08-26 00:00:00,type2,8
1985-10-05 00:00:00,type2,5
1985-01-12 00:00:00,type2,11
2013-09-28 00:00:00,type3,12
1982-07-24 00:00:00,type1,5
2018-06-16 00:00:00,type2,9
2001-05-12 00:00:00,type1,8
1988-10-08 00:00:00,type1,14
2002-06-22 00:00:00,type3,6
1987-01-31 00:00:00,type2,13
1980-08-09 00:00:00,type1,8
2004-08-07 00:00:00,type2,9
1990-05-26 00:00:00,type1,12
2001-09-01 00:00:00,type2,11
2003-10-11 00:00:00,type3,14
1982-02-27 00:00:00,type1,11
2011-10-08 00:00:00,type1,10
2011-06-18 00:00:00,type1,9
1983-04-23 00:00:00,type3,11
2009-04-25 00:00:00,type2,9
1979-03-03 00:00:00,type2,10
2003-11-15 00:00:00,type3,9
1983-07-30 00:00:00,type1,8
2006-08-19 00:00:00,type1,10
1996-11-02 00:00:00,type1,12
1985-12-14 00:00:00,type2,5
1997-11-08 00:00:00,type2,10
2018-09-01 00:00:00,type1,11
2008-10-11 00:00:00,type3,5
1996-03-09 00:00:00,type3,8
2016-10-08 00:00:00,type3,9
2012-09-01 00:00:00,type3,11
2000-10-28 00:00:00,type2,9
2001-02-03 00:00:00,type3,11
1984-12-08 00:00:00,type1,6
2013-09-28 00:00:00,type2,10
2003-11-01 00:00:00,type2,8
2008-11-01 00:00:00,type2,9
2014-01-18 00:00:00,type2,14
2000-06-17 00:00:00,type3,11
1995-11-25 00:00:00,type1,7
1981-10-17 00:00:00,type2,13
1991-08-17 00:00:00,type1,6
1991-03-02 00:00:00,type2,10
2013-08-17 00:00:00,type3,10
1998-05-02 00:00:00,type1,6
2010-07-17 00:00:00,type1,NA
2009-03-07 00:00:00,type1,9
1978-06-03 00:00:00,type1,12
2009-05-16 00:00:00,type2,9
2006-01-14 00:00:00,type2,11
2018-12-22 00:00:00,type2,12
1985-11-09 00:00:00,type1,4
1987-04-18 00:00:00,type1,11
1994-07-16 00:00:00,type1,11
1995-09-02 00:00:00,type1,13
1992-11-21 00:00:00,type3,7
1993-01-09 00:00:00,type1,9
1999-02-27 00:00:00,type1,9
2012-06-09 00:00:00,type2,9
2008-07-05 00:00:00,type1,12
2016-08-13 00:00:00,type2,10
2001-06-16 00:00:00,type1,13
2000-09-02 00:00:00,type1,7
2017-10-14 00:00:00,type2,10
2015-04-25 00:00:00,type2,9
1997-01-25 00:00:00,type1,7
2009-10-10 00:00:00,type1,8
1987-05-16 00:00:00,type3,7
1996-08-17 00:00:00,type1,9
1997-12-20 00:00:00,type3,11
1978-07-08 00:00:00,type2,10
1998-11-28 00:00:00,type2,10
1992-04-18 00:00:00,type1,8
1992-10-17 00:00:00,type2,8
1979-08-18 00:00:00,type3,11
1990-02-10 00:00:00,type2,8
1984-02-04 00:00:00,type3,12
2010-06-12 00:00:00,type1,NA
1994-02-19 00:00:00,type2,10
2010-01-23 00:00:00,type3,NA
2018-07-07 00:00:00,type1,7
1983-02-12 00:00:00,type2,8
1994-07-16 00:00:00,type2,11
1984-07-28 00:00:00,type3,12
2002-06-29 00:00:00,type1,8
1979-11-17 00:00:00,type1,8
2011-05-21 00:00:00,type2,7
1988-09-24 00:00:00,type3,11
2013-12-14 00:00:00,type2,12
1984-12-29 00:00:00,type1,10
2001-07-28 00:00:00,type1,7
1993-06-05 00:00:00,type1,10
1981-03-21 00:00:00,type3,11
1983-01-29 00:00:00,type3,10
2008-07-05 00:00:00,type3,7
1996-04-20 00:00:00,type1,9
1995-07-08 00:00:00,type3,8
1994-04-23 00:00:00,type3,11
2008-08-16 00:00:00,type2,5
1993-12-18 00:00:00,type3,9
1997-07-19 00:00:00,type1,5
1990-02-17 00:00:00,type3,12
1980-05-17 00:00:00,type2,7
2006-05-20 00:00:00,type1,8
2001-01-13 00:00:00,type3,8
1991-04-13 00:00:00,type3,11
2006-06-03 00:00:00,type1,10
1999-04-10 00:00:00,type3,9
1994-11-05 00:00:00,type2,8
2002-03-02 00:00:00,type1,12
1997-08-16 00:00:00,type1,10
2002-03-30 00:00:00,type3,9
1992-04-11 00:00:00,type1,7
1999-08-07 00:00:00,type3,9
2009-08-15 00:00:00,type2,6
2003-06-14 00:00:00,type2,12
1989-06-17 00:00:00,type2,8
2000-04-01 00:00:00,type2,12
2018-03-24 00:00:00,type2,9
1979-06-16 00:00:00,type2,7
2010-08-21 00:00:00,type1,10
2009-05-02 00:00:00,type2,10
2013-12-14 00:00:00,type3,9
2007-02-24 00:00:00,type3,9
1999-12-25 00:00:00,type1,7
1983-08-13 00:00:00,type3,11
2004-03-27 00:00:00,type1,11
2010-04-24 00:00:00,type2,NA
1997-04-05 00:00:00,type2,11
2005-03-12 00:00:00,type3,9
1979-09-15 00:00:00,type3,9
2001-09-29 00:00:00,type2,10
1981-08-29 00:00:00,type1,7
2015-12-12 00:00:00,type2,11
2014-03-15 00:00:00,type1,6
1982-10-23 00:00:00,type2,7
1998-05-23 00:00:00,type2,10
2001-02-24 00:00:00,type2,10
1998-03-14 00:00:00,type3,11
1985-08-10 00:00:00,type3,8
2000-04-15 00:00:00,type1,9
1978-11-25 00:00:00,type3,11
2019-07-20 00:00:00,type1,10
2018-03-10 00:00:00,type2,7
1979-07-07 00:00:00,type1,11
2015-04-25 00:00:00,type3,11
2019-12-14 00:00:00,type3,11
1988-12-24 00:00:00,type1,7
1991-08-10 00:00:00,type2,6
2004-05-29 00:00:00,type2,9
1985-01-05 00:00:00,type1,9
1991-04-13 00:00:00,type2,8
2000-08-26 00:00:00,type3,6
2013-10-05 00:00:00,type1,7
2004-03-06 00:00:00,type3,10
1997-07-26 00:00:00,type3,9
2011-05-07 00:00:00,type1,11
1990-02-17 00:00:00,type1,10
2008-05-31 00:00:00,type3,8
1990-11-10 00:00:00,type3,11
2011-05-14 00:00:00,type3,8
1987-01-10 00:00:00,type2,7
2000-07-08 00:00:00,type2,9
1994-06-18 00:00:00,type2,10
1978-06-10 00:00:00,type2,10
1980-12-06 00:00:00,type2,7
2014-10-11 00:00:00,type2,10
2018-01-20 00:00:00,type1,7
2011-04-23 00:00:00,type2,8
2012-12-22 00:00:00,type3,14
2011-10-01 00:00:00,type2,11
1984-06-09 00:00:00,type3,11
2005-12-10 00:00:00,type2,9
1984-06-30 00:00:00,type3,12
1994-05-21 00:00:00,type3,12
1987-10-24 00:00:00,type1,9
1991-10-12 00:00:00,type3,10
1996-01-20 00:00:00,type3,11
2001-10-20 00:00:00,type1,10
1980-04-26 00:00:00,type3,8
2002-05-18 00:00:00,type1,11
1994-07-09 00:00:00,type3,12
2002-11-23 00:00:00,type1,10
2013-08-24 00:00:00,type2,11
2007-10-27 00:00:00,type2,8
2010-01-09 00:00:00,type2,NA
2002-10-19 00:00:00,type3,12
1999-10-02 00:00:00,type3,13
2001-08-11 00:00:00,type3,10
1985-11-30 00:00:00,type2,7
1990-09-22 00:00:00,type3,10
2016-05-21 00:00:00,type3,7
2002-09-21 00:00:00,type3,9
2009-11-14 00:00:00,type3,9
1983-06-25 00:00:00,type1,10
2011-11-12 00:00:00,type2,7
2010-02-20 00:00:00,type1,NA
2004-01-03 00:00:00,type1,9
1986-03-22 00:00:00,type1,7
2018-07-21 00:00:00,type3,8
2011-10-22 00:00:00,type3,8
1983-11-12 00:00:00,type2,9
1979-04-07 00:00:00,type1,10
1980-12-06 00:00:00,type3,12
1995-12-16 00:00:00,type3,10
2007-08-11 00:00:00,type3,5
2005-10-08 00:00:00,type3,8
2009-10-17 00:00:00,type3,9
1985-09-07 00:00:00,type1,9
2002-12-28 00:00:00,type3,8
2018-12-08 00:00:00,type2,9
2018-12-15 00:00:00,type3,9
1994-07-23 00:00:00,type3,6
1990-12-15 00:00:00,type2,9
1987-09-05 00:00:00,type1,10
2015-02-14 00:00:00,type1,9
1986-11-08 00:00:00,type2,10
1988-12-03 00:00:00,type2,11
2015-12-19 00:00:00,type1,10
1988-01-16 00:00:00,type3,6
2002-10-05 00:00:00,type1,10
1978-03-25 00:00:00,type2,8
1981-09-26 00:00:00,type2,16
2007-02-10 00:00:00,type3,8
1982-08-21 00:00:00,type1,8
1984-03-03 00:00:00,type3,9
2008-09-06 00:00:00,type2,13
1985-06-15 00:00:00,type2,9
2006-05-06 00:00:00,type1,8
1991-10-05 00:00:00,type1,6
2009-07-25 00:00:00,type1,6
2018-10-27 00:00:00,type1,8
2018-04-14 00:00:00,type1,10
2002-02-16 00:00:00,type1,10
1988-10-15 00:00:00,type3,11
2019-01-26 00:00:00,type2,5
2014-12-20 00:00:00,type1,11
1998-03-28 00:00:00,type2,8
1987-08-15 00:00:00,type2,11
1996-06-01 00:00:00,type3,10
2000-02-12 00:00:00,type2,11
1991-10-12 00:00:00,type2,13
1998-06-27 00:00:00,type2,5
2012-10-13 00:00:00,type1,5
2014-03-15 00:00:00,type2,11
1979-05-26 00:00:00,type1,8
1988-04-16 00:00:00,type3,11
2002-12-14 00:00:00,type3,8
1998-01-03 00:00:00,type3,7
1986-08-02 00:00:00,type1,9
2007-09-15 00:00:00,type1,11
1980-06-28 00:00:00,type1,9
2000-05-20 00:00:00,type2,9
2012-11-03 00:00:00,type3,10
2006-08-12 00:00:00,type3,11
1996-07-06 00:00:00,type2,10
1978-06-24 00:00:00,type2,7
2017-11-25 00:00:00,type2,10
2008-05-10 00:00:00,type3,12
1989-06-10 00:00:00,type2,11
2019-11-30 00:00:00,type2,9
1998-11-14 00:00:00,type1,11
1984-09-01 00:00:00,type1,6
1997-06-14 00:00:00,type1,9
1984-12-29 00:00:00,type2,5
2005-03-12 00:00:00,type2,11
2019-05-18 00:00:00,type3,8
2016-11-12 00:00:00,type1,11
2012-10-06 00:00:00,type2,13
1983-01-01 00:00:00,type3,8
2016-07-30 00:00:00,type2,12
2008-08-30 00:00:00,type3,7
1985-03-23 00:00:00,type2,8
2018-05-19 00:00:00,type2,6
1998-02-14 00:00:00,type3,9
2008-10-18 00:00:00,type2,9
1989-06-03 00:00:00,type2,14
2009-10-24 00:00:00,type1,9
1984-01-28 00:00:00,type3,13
1984-05-26 00:00:00,type1,10
1992-06-20 00:00:00,type2,9
2005-09-03 00:00:00,type3,11
1994-10-22 00:00:00,type2,10
2018-01-27 00:00:00,type3,11
1988-07-09 00:00:00,type1,13
2000-12-23 00:00:00,type1,10
2011-06-11 00:00:00,type2,8
1979-03-24 00:00:00,type2,8
1993-10-30 00:00:00,type1,11
1991-06-08 00:00:00,type1,7
2019-12-14 00:00:00,type1,7
1985-05-18 00:00:00,type2,12
1985-12-14 00:00:00,type3,10
1990-12-22 00:00:00,type1,6
2016-03-19 00:00:00,type2,13
1998-05-02 00:00:00,type2,11
1993-09-11 00:00:00,type2,11
2016-12-31 00:00:00,type3,8
1984-10-20 00:00:00,type3,8
2004-05-29 00:00:00,type3,8
1978-10-07 00:00:00,type1,12
1983-12-17 00:00:00,type1,9
1992-01-11 00:00:00,type3,8
2017-09-16 00:00:00,type2,8
1994-06-04 00:00:00,type2,10
1994-06-25 00:00:00,type3,11
1992-10-31 00:00:00,type3,7
2005-03-19 00:00:00,type2,7
2019-06-29 00:00:00,type2,10
2012-03-24 00:00:00,type1,11
2019-03-02 00:00:00,type2,6
2003-09-13 00:00:00,type1,11
1986-02-22 00:00:00,type1,10
1987-03-28 00:00:00,type1,8
2014-09-06 00:00:00,type2,6
2012-09-08 00:00:00,type3,13
1987-10-24 00:00:00,type3,10
1995-11-18 00:00:00,type2,10
1980-10-04 00:00:00,type3,11
2012-01-21 00:00:00,type3,11
2011-05-14 00:00:00,type2,12
2001-12-29 00:00:00,type2,9
1994-01-22 00:00:00,type2,10
1985-03-23 00:00:00,type3,9
2010-08-14 00:00:00,type2,11
1985-02-02 00:00:00,type1,8
2006-09-09 00:00:00,type2,11
1992-09-12 00:00:00,type1,11
2007-03-03 00:00:00,type1,7
1995-12-23 00:00:00,type2,9
2000-05-20 00:00:00,type1,11
1994-04-09 00:00:00,type3,11
2017-08-12 00:00:00,type2,10
2017-06-24 00:00:00,type3,7
1981-05-23 00:00:00,type2,12
2003-11-08 00:00:00,type1,6
 ,type3,11
2016-01-09 00:00:00,type2,7
2011-12-24 00:00:00,type3,13
2011-07-16 00:00:00,type1,10
1983-08-06 00:00:00,type2,12
2016-03-26 00:00:00,type3,12
1998-09-19 00:00:00,type2,9
2019-09-07 00:00:00,type1,6
1980-01-05 00:00:00,type1,11
2009-04-18 00:00:00,type1,7
2007-06-23 00:00:00,type2,8
1982-04-03 00:00:00,type1,10
1982-09-04 00:00:00,type3,8
2010-08-07 00:00:00,type2,11
2015-08-08 00:00:00,type1,8
1998-11-07 00:00:00,type1,8
2013-11-16 00:00:00,type3,7
2009-12-19 00:00:00,type3,9
1988-08-06 00:00:00,type2,7
2015-01-10 00:00:00,type2,9
2011-05-28 00:00:00,type3,6
2005-10-22 00:00:00,type2,9
2003-08-16 00:00:00,type2,6
1994-04-09 00:00:00,type1,7
2013-10-12 00:00:00,type1,8
1989-08-19 00:00:00,type1,12
1999-09-04 00:00:00,type2,10
2016-05-14 00:00:00,type3,11
1998-02-28 00:00:00,type1,3
1986-03-08 00:00:00,type1,9
1998-10-03 00:00:00,type3,9
2016-07-02 00:00:00,type2,11
2006-03-25 00:00:00,type3,10
-,type1,7
2003-04-05 00:00:00,type3,10
1992-01-11 00:00:00,type2,8
1978-12-09 00:00:00,type1,10
2015-01-24 00:00:00,type1,10
1986-06-14 00:00:00,type1,10
1993-10-02 00:00:00,type2,10
1990-12-01 00:00:00,type2,9
1993-01-16 00:00:00,type3,12
1991-03-16 00:00:00,type1,10
2017-09-23 00:00:00,type2,10
-,type1,10
1992-10-03 00:00:00,type3,8
2013-08-10 00:00:00,type1,10
2015-03-07 00:00:00,type1,10
2014-08-16 00:00:00,type2,11
2007-09-01 00:00:00,type2,10
2005-03-19 00:00:00,type1,8
2019-02-16 00:00:00,type3,10
2012-03-10 00:00:00,type2,9
1984-07-14 00:00:00,type1,10
1999-05-01 00:00:00,type3,9
2000-11-04 00:00:00,type3,9
2011-01-22 00:00:00,type1,12
2016-07-16 00:00:00,type1,10
 ,type1,7
1979-05-12 00:00:00,type3,12
1999-08-28 00:00:00,type3,9
1991-05-25 00:00:00,type3,9
2005-09-24 00:00:00,type3,13
1988-06-18 00:00:00,type3,13
2005-09-03 00:00:00,type1,15
1991-07-13 00:00:00,type1,10
2002-07-20 00:00:00,type1,13
1996-08-24 00:00:00,type2,11
2010-10-02 00:00:00,type3,8
